id,name,bf,lu,di,cal,fat,pro,sug,imagepath
327,Candied Fruit,1,0,0,322,0.07,0.34,80.68,
328,Abiyuch,1,0,0,69,0.1,1.5,8.55,
329,Rowal,1,0,0,111,2,2.3,14.1,
330,Guava Nectar Canned With Added Ascorbic Acid,1,0,0,63,0.06,0.09,12.95,
331,Mango Nectar Canned,1,0,0,51,0.06,0.11,12.45,
332,Tamarind Nectar Canned,1,0,0,57,0.12,0.09,12.7,
333,Pomegranate Juice Bottled,1,0,0,54,0.29,0.15,12.65,
334,Nance Canned Syrup Drained,1,0,0,95,1.28,0.56,15.66,
335,Nance Frozen Unsweetened,1,0,0,73,1.16,0.66,8.31,
336,Naranjilla (Lulo) Pulp Frozen Unsweetened,1,0,0,25,0.22,0.44,3.74,
337,Orange Pineapple Juice Blend,1,0,0,51,0.08,0.41,10.57,
338,Fuji Apples,1,0,0,63,0.18,0.2,11.68,
339,Orange Juice Chilled Includes From Concentrate With Added Calcium And Vitamins A D E,1,0,0,49,0.12,0.68,8.31,
340,Fruit Juice Smoothie Naked Juice Mighty Mango,1,0,0,63,0,0.42,12.5,
341,Fruit Juice Smoothie Naked Juice Green Machine,1,0,0,53,0.26,0.6,11.15,
342,Fruit Juice Smoothie Bolthouse Farms Berry Boost,1,0,0,46,0.02,0.63,9.3,
343,Fruit Juice Smoothie Bolthouse Farms Green Goodness,1,0,0,56,0.33,0.63,11.46,
344,Fruit Juice Smoothie Bolthouse Farms Strawberry Banana,1,0,0,52,0.3,0.44,10.33,
345,Apple Juice Canned Or Bottled Unsweetened With Added Ascorbic Acid Calcium And Potassium,1,0,0,48,0.17,0.12,9.47,
346,Lemon Juice From Concentrate Bottled Real Lemon,1,0,0,17,0.07,0.47,1.59,
347,Cranberry Sauce Whole Canned Ocean Spray,1,0,0,158,0.05,0.75,31.3,
348,Cranberry Sauce Jellied Canned Ocean Spray,1,0,0,160,0.04,1.05,32.2,
349,Ruby Red Grapefruit Juice Blend (Grapefruit Grape Apple) Ocean Spray Bottled With Added Vitamin C,1,0,0,44,0.1,0.5,10.3,
350,Raspberries Puree Seedless,1,0,0,41,0.87,1.02,6.04,
351,Raspberries Puree With Seeds,1,0,0,55,0.97,1.1,6.56,
352,Fruit Syrup,1,0,0,341,0,0,53,
353,Topping Smuckers Magic Shell,1,0,0,609,44.1,2.94,47.06,
354,Syrup Fruit Flavored,1,0,0,261,0.02,0,65,
355,Snacks Oriental Mix Rice-Based,1,0,0,506,25.58,17.31,3,
356,Snacks Popcorn Air-Popped,0,1,0,387,4.54,12.94,0.87,
357,Snacks Popcorn Cheese-Flavor,0,1,0,526,33.2,9.3,0.79,
358,Snacks Pork Skins Plain,0,1,0,544,31.3,61.3,0,
359,Snacks Potato Chips Barbecue-Flavor,0,1,0,487,31.06,6.51,5.47,
360,Snacks M&m Mars Combos Snacks Cheddar Cheese Pretzel,0,1,0,463,16.92,9.85,17.6,
361,Snacks Rice Cracker Brown Rice Plain,0,1,0,387,2.8,8.2,0.89,
362,Trail Mix,1,1,1,484,31.9,14.2,23.88,
363,Tootsie Roll Chocolate-Flavor Roll,1,1,1,387,3.31,1.59,56.32,
364,Butterscotch Candy,1,1,1,391,3.3,0.03,80.46,
365,Carob Unsweetened,1,1,1,540,31.36,8.15,34.11,
366,Caramel Candy,1,1,1,382,8.1,4.6,65.5,
367,Caramello Candy Bar,1,1,0,462,21.19,6.19,56.92,
368,Semisweet Chocolate,1,0,0,480,30,4.2,54.5,
369,Sweet Chocolate,1,0,0,507,34.2,3.9,51.48,
370,Sweet Chocolate Coated Fondant,1,0,0,366,9.3,2.2,71.42,
371,Confectioners Coating Butterscotch,1,0,0,539,29.05,2.2,67.1,
372,Ice Creams French Vanilla Soft-Serve,1,0,0,222,13,4.1,21.16,
373,York Peppermint Pattie,1,0,0,384,7.17,2.19,63.78,
374,Twizzlers Nibs Cherry Bits,1,0,0,347,2.64,2.3,51.35,
375,Symphony Milk Chocolate Bar,1,0,0,531,30.57,8.51,53.96,
376,5th Avenue Candy Bar,1,0,0,482,23.98,8.78,47.19,
377,Kit Kat Wafer Bar,1,0,0,518,25.99,6.51,48.68,
378,Krackel Chocolate Bar,1,0,0,523,26.58,6.62,52.53,
379,Mars Snackfood Us Mars Almond Bar,1,0,0,467,23,8.1,52.1,
380,Marshmallows,1,0,0,318,0.2,1.8,57.56,
381,Nestle Oh Henry! Bar,1,0,0,462,23,7.7,46.2,
382,Baking Chocolate Mexican Squares,1,0,0,426,15.59,3.64,69.4,
383,Chocolate-Flavored Hazelnut Spread,1,1,0,539,29.73,5.41,54.05,
384,Milk Chocolate Coated Peanuts,1,0,0,519,33.5,13.1,37.59,
385,Glutino Gluten Free Wafers Lemon Flavored,1,0,0,515,24.18,0,42.31,
386,Glutino Gluten Free Wafers Milk Chocolate,1,0,0,541,30.42,4.06,40.99,
387,Marys Gone Crackers Original Crackers Organic Gluten Free,1,0,0,446,15.63,12.06,1,
388,Sage Valley Gluten Free Vanilla Sandwich Cookies,1,1,0,499,22.15,3.13,43.94,
389,Schar Gluten-Free Classic White Rolls,1,1,0,239,2.65,3.34,6.87,
390,Schar Gluten-Free Wheat-Free Classic White Bread,1,1,0,240,4.47,3.81,3.34,
391,Udis Gluten Free Classic French Dinner Rolls,1,1,0,310,6.4,7.99,9.53,
392,Bread Multi-Grain (Includes Whole-Grain),1,1,0,265,4.23,13.36,6.39,
393,Cookies Animal Crackers (Includes Arrowroot Tea Biscuits),1,1,0,446,13.8,6.9,23.3,
394,Sweet Potatoes French Fried Crosscut Frozen Unprepared,1,1,0,209,11.1,1.7,6.46,
395,Sweet Potato Puffs Frozen Unprepared,1,1,0,161,3.58,1.36,7.65,
396,Restaurant Chinese Chicken Chow Mein,1,1,0,85,2.8,6.76,1.74,
397,Restaurant Chinese Vegetable Chow Mein Without Meat Or Noodles,1,1,0,43,1.68,1.34,2.63,
398,Olive Garden Spaghetti With Meat Sauce,1,1,1,121,3.28,5.8,1.67,
399,Carrabbas Italian Grill Spaghetti With Meat Sauce,1,1,1,122,3.92,5.87,1.96,
400,Restaurant Chinese Sesame Chicken,0,1,1,293,14.25,14.33,15.98,
401,Syrups Grenadine,0,1,1,268,0,0,46.55,
402,Imitation Cheese American Or Cheddar Low Cholesterol,0,1,0,390,32,25,1,
403,Salad Dressing Peppercorn Dressing Commercial Regular,0,0,0,564,61.4,1.2,2.45,
404,Mayonnaise Reduced-Calorie Or Diet Cholesterol-Free,1,0,0,333,33.3,0.9,4.2,
405,Granola Bar Soft Milk Chocolate Coated Peanut Butter,1,0,0,536,31.2,9.6,23.63,
406,Salad Dressing Italian Dressing Reduced Calorie,1,0,0,200,20,0.3,1.94,
407,Cream Substitute Liquid Light,1,0,0,71,3.5,0.8,9.1,
408,Cheese Monterey Low Fat,1,0,0,313,21.6,28.2,0.56,
409,Creamy Dressing Made With Sour Cream And/or Buttermilk And Oil Reduced Calorie Fat-Free,1,0,0,107,2.7,1.4,5.35,
410,Creamy Dressing Made With Sour Cream And/or Buttermilk And Oil Reduced Calorie Cholesterol-Free,1,0,0,140,8,1,3.28,
411,Bologna Beef Low Fat,0,1,1,204,14.8,11.8,0,
412,Mars Snackfood Us Twix Chocolate Fudge Cookie Bars,1,0,0,553,33.3,7.3,53,
413,Frozen Yogurts Chocolate Nonfat Milk Sweetened Without Sugar,1,0,0,107,0.8,4.4,12.61,
414,Frozen Yogurts Chocolate,1,0,0,131,3.6,3,19.24,
415,Frozen Yogurts Flavors Other Than Chocolate,1,0,0,127,3.6,3,19.92,
416,Papad,0,1,0,371,3.25,25.56,0,
417,Rice Cake Cracker (Include Hain Mini Rice Cakes),0,1,0,392,4.3,7.1,0.88,
418,Mars Snackfood Us M&Ms Almond Chocolate,1,0,1,522,27.76,7.53,49.22,
419,Salad Dressing Coleslaw Dressing Reduced Fat,0,0,1,329,20,0,38.73,
420,Salad Dressing Mayonnaise And Mayonnaise-Type Low Calorie,0,1,0,263,19,0.9,4.34,
421,Frozen Novelties Juice Type Orange,0,1,0,95,0,0.5,19.99,
422,Cheese Cottage Lowfat 1% Milkfat No Sodium Added,0,0,1,72,1,12.4,2.7,
423,Mayonnaise Low Sodium Low Calorie Or Diet,0,0,1,231,19.2,0.3,4.2,
424,Snacks Tortilla Chips Unsalted White Corn,0,0,1,503,23.36,7.79,1,
425,Cranberry Juice Unsweetened,0,0,1,46,0.13,0.39,12.1,
426,Beef Bologna Reduced Sodium,0,0,1,310,28.4,11.7,0,
427,Turnip Greens Canned No Salt Added,0,0,1,19,0.3,1.36,0.42,
428,Cheese Pasteurized Process Cheddar Or American Low Sodium,0,0,1,376,31.19,22.2,0.45,
429,Coffee Instant With Whitener Reduced Calorie,0,0,1,509,29.1,1.96,59,
430,Cranberry-Apple Juice Drink Low Calorie With Vitamin C Added,0,0,1,19,0,0.1,4.6,
431,Cheese Swiss Low Sodium,0,0,1,374,27.4,28.4,1.31,
432,Babyfood Dinner Macaroni Beef And Tomato Sauce Toddler,0,0,1,82,1.9,4.34,0.37,
433,Rolls Pumpernickel,0,0,1,276,2.8,10.8,0.4,
434,Extruded Corn Chips,0,0,1,557,33.4,6.6,1.41,
435,Beans Baked Canned No Salt Added,0,0,1,105,0.4,4.8,7.78,
436,Jellyfish Dried Salted,0,0,1,36,1.4,5.5,0,
437,Frozen Novelties Ice Cream Type Chocolate Or Caramel Covered With Nuts,0,0,1,323,20.2,4.4,30,
438,Frankfurter Low Sodium,0,0,1,312,28.51,12,0,
439,Frozen Novelties Ice Type Pop With Low Calorie Sweetener,0,0,1,24,0,0,1.52,
440,Ice Creams Chocolate Rich,0,0,1,251,16.98,4.72,17.35,
441,Snacks Tortilla Chips Light (Baked With Less Oil),0,0,1,465,15.2,8.7,0.53,
442,Post Honey Bunches Of Oats Honey Roasted,0,0,1,401,5.46,7.12,19.79,
443,Popcorn Microwave Low Fat And Sodium,0,0,1,429,9.5,12.6,0.54,
444,Cheese Swiss Low Fat,1,0,0,179,5.1,28.4,1.33,
445,Sweeteners Tabletop Fructose Liquid,1,0,0,279,0,0,76,
446,Puddings Chocolate Flavor Low Calorie Instant Dry Mix,1,0,0,356,2.4,5.3,0.7,
447,Jellies Reduced Sugar Home Preserved,1,0,0,179,0.03,0.3,45.3,
448,Vital Wheat Gluten,1,0,0,370,1.85,75.16,0,
449,Frog Legs Raw,0,0,0,73,0.3,16.4,0,
450,Fish Mackerel Salted,0,0,0,305,25.1,18.5,0,
451,Kiwifruit,1,0,0,61,0.52,1.14,8.99,
452,Kumquats,1,0,0,71,0.86,1.88,9.36,
453,Limes,1,0,0,30,0.2,0.7,1.69,
454,Lime Juice,1,0,0,25,0.07,0.42,1.69,
455,Lime Juice Canned Or Bottled Unsweetened,1,0,0,21,0.23,0.25,1.37,
456,Dried Blueberries (Sweetened),1,0,0,317,2.5,2.5,67.5,
457,Prunes (Dried Plums),1,0,0,240,0.38,2.18,38.13,
458,Golden Seedless Raisins,1,0,0,301,0.2,3.28,65.7,
459,Raisins,1,0,0,299,0.25,3.3,65.18,
460,Rhubarb Frozen Uncooked,1,0,0,21,0.11,0.55,1.1,
461,Rhubarb Frozen Cooked With Sugar,1,0,0,116,0.05,0.39,28.7,
462,Strawberries Canned Heavy Syrup Pack Solids And Liquids,1,0,0,92,0.26,0.56,21.83,
463,Frozen Strawberries,1,0,0,35,0.11,0.43,4.56,
464,Strawberries Frozen Sweetened Sliced,1,0,0,96,0.13,0.53,24.01,
465,Feijoa,1,0,0,61,0.42,0.71,8.2,
466,Asian Pears,1,0,0,42,0.23,0.5,7.05,
467,Fruit Cocktail Canned Heavy Syrup Drained,1,0,0,70,0.1,0.47,17.14,
468,Blueberries Canned Light Syrup Drained,1,0,0,88,0.4,1.04,17.45,
469,Blueberries Wild Canned Heavy Syrup Drained,1,0,0,107,0.34,0.56,19.28,
470,Peaches Canned Heavy Syrup Drained,1,0,0,72,0.18,0.52,14.66,
471,Pears Canned Heavy Syrup Drained,1,0,0,74,0.18,0.24,16.42,
472,Plums Canned Heavy Syrup Drained,1,0,0,89,0.14,0.44,21.58,
473,Tangerines (Mandarin Oranges) Canned Juice Pack Drained,1,0,0,38,0.04,0.75,8.25,
474,Peach Nectar Canned With Added Ascorbic Acid,1,0,0,50,0.51,0.21,11.16,
475,Pear Nectar Canned With Added Ascorbic Acid,1,0,0,60,0.01,0.11,15.16,
476,Pineapple Juice Canned Or Bottled Unsweetened With Added Ascorbic Acid,1,0,0,53,0.12,0.36,9.98,
477,Grapefruit Juice White Bottled Unsweetened Ocean Spray,1,0,0,37,0.64,0.54,7.69,
478,Medjool Dates,1,0,0,277,0.15,1.81,66.47,
479,Pineapple Raw Extra Sweet Variety,1,0,0,51,0.11,0.53,10.32,
480,Clementines,1,0,0,47,0.15,0.85,9.18,
481,Guanabana Nectar Canned,1,0,0,59,0.17,0.11,13.07,
482,Juice Apple And Grape Blend With Added Ascorbic Acid,1,0,0,50,0.12,0.16,10.92,
483,Juice Apple Grape And Pear Blend With Added Ascorbic Acid And Calcium,1,0,0,52,0.12,0.17,9.95,
484,Plantains Green Fried,1,0,0,309,11.81,1.5,3.63,
485,Fried Yellow Plantains,1,0,0,236,7.51,1.42,21.76,
486,Red Delicious Apples,1,0,0,59,0.2,0.27,10.48,
487,Golden Delicious Apples,1,0,0,57,0.15,0.28,10.04,
488,Granny Smith Apples,1,0,0,58,0.19,0.44,9.59,
489,Gala Apples,1,0,0,57,0.12,0.25,10.37,
490,Fortified Fruit Juice Smoothie,1,0,0,71,0,0.42,12.08,
491,Grape Juice Canned Or Bottled Unsweetened With Added Ascorbic Acid And Calcium,1,0,0,62,0.13,0.37,14.2,
492,Fruit Juice Smoothie Odwalla Original Superfood,1,0,0,50,0.36,0.63,10.16,
493,Frozen Raspberries,1,0,0,56,0.81,1.15,6.54,
494,Guava Nectar With Sucralose Canned,1,0,0,48,0.07,0.3,10.15,
495,Kiwifruit Zespri Sungold Raw,1,0,0,63,0.28,1.02,12.3,
496,Cranberry Juice Blend 100% Juice Bottled With Added Vitamin C And Calcium,1,0,0,45,0.12,0.27,9.8,
497,Fruit Juice Smoothie Odwalla Strawberry Banana,1,0,0,48,0.32,0.5,9.9,
498,Fruit Juice Smoothie Naked Juice Strawberry Banana,1,0,0,50,0.27,0.48,10.05,
499,Plantains Green Raw,1,0,0,152,0.07,1.25,2.29,
500,Plantains Green Boiled,1,0,0,121,0.08,1.09,2.25,
501,Raspberry Juice Concentrate,1,0,0,221,1.34,3.04,38.21,
502,Sun-Dried Tomatoes,0,0,1,258,2.97,14.11,37.59,
503,Baby Carrots,0,0,1,35,0.13,0.64,4.76,
504,Sun-Dried Hot Chile Peppers,0,0,1,324,5.81,10.58,41.06,
505,Nopales,0,0,1,16,0.09,1.32,1.15,
506,Fava Beans (Raw),0,0,1,88,0.73,7.92,9.21,
507,Grape Leaves Raw,0,0,1,93,2.12,5.6,6.3,
508,Jalapeno Peppers,0,0,1,29,0.37,0.91,4.12,
509,Hungarian Peppers,0,0,1,29,0.41,0.8,3.53,
510,Oyster Mushrooms,0,0,1,33,0.41,3.31,1.11,
511,Shredded Coconut Meat,0,0,1,501,35.49,2.88,43.17,
512,Almond Butter,0,0,1,614,55.5,20.96,4.43,
513,Seeds Sunflower Seed Kernels Oil Roasted With Salt Added,0,0,1,592,51.3,20.06,3.11,
514,Seeds Sunflower Seed Butter With Salt Added,0,1,0,617,55.2,17.28,10.54,
515,Nuts Almonds Dry Roasted With Salt Added,0,1,0,598,52.54,20.96,4.86,
516,Nuts Cashew Butter Plain With Salt Added,0,1,0,609,53.03,12.12,9.09,
517,Nuts Macadamia Nuts Dry Roasted With Salt Added,0,1,0,716,76.08,7.79,4.14,
518,Nuts Mixed Nuts Dry Roasted With Peanuts With Salt Added,0,0,1,594,51.45,17.3,4.8,
519,Nuts Mixed Nuts Oil Roasted With Peanuts With Salt Added,0,0,1,607,53.95,20.04,4.15,
520,Broccoli (Cooked),0,0,1,35,0.41,2.38,1.39,
521,Broccoli Frozen Chopped Unprepared,0,0,1,26,0.29,2.81,1.35,
522,Broccoli Frozen Chopped Cooked Boiled Drained Without Salt,0,0,1,28,0.12,3.1,1.47,
523,Broccoli Frozen Spears Unprepared,0,0,1,29,0.34,3.06,1.47,
524,Brussels Sprouts (Cooked),0,0,1,36,0.5,2.55,1.74,
525,Brussels Sprouts Frozen Unprepared,0,0,1,41,0.41,3.78,2.03,
526,Brussels Sprouts Frozen Cooked Boiled Drained Without Salt,0,0,1,42,0.39,3.64,2.08,
527,Burdock Root Raw,0,0,1,72,0.15,1.53,2.9,
528,Cabbage,0,0,1,25,0.1,1.28,3.2,
529,Cooked Cabbage,0,0,1,23,0.06,1.27,2.79,
530,Red Cabbage,0,0,1,31,0.16,1.43,3.83,
531,Cooked Red Cabbage,0,0,1,29,0.09,1.51,3.32,
532,Cabbage Chinese (Pe-Tsai) Raw,0,0,1,16,0.2,1.2,1.41,
533,Carrots Frozen Unprepared,0,1,1,36,0.46,0.78,4.76,
534,Carrots Frozen Cooked Boiled Drained Without Salt,0,1,1,37,0.68,0.58,4.08,
535,Cassava,0,1,1,160,0.28,1.36,1.7,
536,Cauliflower,0,1,1,25,0.28,1.92,1.91,
537,Celery,0,1,0,14,0.17,0.69,1.34,
538,Cooked Celery,0,1,1,18,0.16,0.83,2.37,
539,Swiss Chard,0,1,0,19,0.2,1.8,1.1,
540,Chicory Greens,0,1,0,23,0.3,1.7,0.7,
541,Chicory Roots,0,1,0,72,0.2,1.4,8.73,
542,Chives,0,1,0,30,0.73,3.27,1.85,
543,Collards Frozen Chopped Cooked Boiled Drained Without Salt,0,1,0,36,0.41,2.97,0.57,
544,Cilantro,0,1,0,23,0.52,2.13,0.87,
545,Yellow Sweet Corn,0,1,0,86,1.35,3.27,6.26,
546,Cooked Yellow Sweet Corn,0,1,1,96,1.5,3.41,4.54,
547,Onions,0,1,1,40,0.1,1.1,4.24,
548,Cooked Onions,0,0,1,44,0.19,1.36,4.73,
549,Onions Dehydrated Flakes,0,0,0,349,0.46,8.95,37.41,
550,Onions Canned Solids And Liquids,0,0,1,19,0.09,0.85,2.2,
551,Spring Onions,0,0,1,32,0.19,1.83,2.33,
552,Onions Young Green Tops Only,0,0,1,27,0.47,0.97,3.91,
553,Onions Welsh Raw,0,0,0,34,0.4,1.9,2.18,
554,Sweet Onions,0,0,0,32,0.08,0.8,5.02,
555,Cooked Parsnips,0,1,1,71,0.3,1.32,4.8,
556,Snow Peas,0,1,1,42,0.2,2.8,4,
557,Cooked Snow Peas,0,1,1,42,0.23,3.27,3.99,
558,Peas Green (Includes Baby And Lesuer Types) Canned Drained Solids Unprepared,0,1,1,68,0.8,4.47,2.99,
559,Peas Green Frozen Cooked Boiled Drained Without Salt,0,1,1,78,0.27,5.15,4.4,
560,Peas And Carrots Frozen Cooked Boiled Drained Without Salt,0,1,1,48,0.42,3.09,4.36,
561,Peas And Onions Frozen Cooked Boiled Drained Without Salt,0,1,1,45,0.2,2.54,3.77,
562,Sauteed Green Bell Peppers,0,1,1,116,11.85,0.78,2.17,
563,Pigeonpeas Immature Seeds Raw,0,1,1,136,1.64,7.2,3,
564,Potatoes Flesh And Skin Raw,0,1,1,77,0.09,2.05,0.82,
565,Potatoes Russet Flesh And Skin Raw,0,1,1,79,0.08,2.14,0.62,
566,Potatoes White Flesh And Skin Raw,0,1,1,69,0.1,1.68,1.15,
567,Potatoes Red Flesh And Skin Raw,0,1,1,70,0.14,1.89,1.29,
568,Baked Russet Potatoes,0,1,1,95,0.13,2.63,1.08,
569,Potatoes Roasted Salt Added In Processing Frozen Unprepared,0,1,1,127,1.81,2.22,0.69,
570,Baked Potato (No Skin),0,0,1,93,0.1,1.96,1.7,
571,Potatoes Baked Skin Without Salt,0,0,1,198,0.1,4.29,1.4,
572,Apricots Canned Juice Pack With Skin Solids And Liquids,1,0,0,48,0.04,0.63,10.74,
573,Apricots Canned Light Syrup Pack With Skin Solids And Liquids,1,0,0,63,0.05,0.53,14.89,
574,Dried Apricots,1,0,0,241,0.51,3.39,53.44,
575,Apricots Dried Sulfured Stewed Without Added Sugar,1,0,0,85,0.18,1.2,19.57,
576,Bananas,1,0,0,89,0.33,1.09,12.23,
577,Dried Bananas,1,0,0,346,1.81,3.89,47.3,
578,Blackberries,1,0,0,43,0.49,1.39,4.88,
579,Blackberry Juice Canned,1,0,0,38,0.6,0.3,7.7,
580,Blueberries Canned Heavy Syrup Solids And Liquids,1,0,0,88,0.33,0.65,20.46,
581,Blueberries (Frozen),1,0,0,51,0.64,0.42,8.45,
582,Blueberries Frozen Sweetened,1,0,0,85,0.13,0.4,19.72,
583,Cherimoya,1,0,0,75,0.68,1.57,12.87,
584,Sour Red Cherries,1,0,0,50,0.3,1,8.49,
585,Cherries Sour Red Canned Water Pack Solids And Liquids (Includes USDA Commodity Red Tart Cherries Canned),1,0,0,36,0.1,0.77,7.6,
586,Cherries Sweet Canned Water Pack Solids And Liquids,1,0,1,46,0.13,0.77,10.26,
